event_id,merchant_id,event_timestamp,product,event_type,amount,status,channel,region,merchant_tier
d981548a-1eae-421c-9074-b22472b5930c,MRC-006968,2024-01-10T00:11:53,BILLS,WATER,28714.35,SUCCESS,WEB,OGUN,VERIFIED
0c01d78d-78cf-4095-add9-a1edfa4eb066,MRC-006051,2024-01-10T00:11:58,BILLS,INTERNET,21055.91,SUCCESS,APP,OGUN,STARTER
a53e5074-1965-4f1a-a497-3f68eb732a7c,MRC-009228,2024-01-10T00:12:04,MONIEBOOK,SALE_RECORDED,19545.61,SUCCESS,APP,OGUN,VERIFIED
941590b6-2b25-4d69-a7a5-3a1db28b34f0,MRC-004151,2024-01-10T00:12:07,SAVINGS,DEPOSIT,86026.36,SUCCESS,USSD,LAGOS,STARTER
a0ceb986-cfcb-4b07-bf93-a464e5f6cadf,MRC-000457,2024-01-10T00:12:40,AIRTIME,AIRTIME_PURCHASE,875.72,SUCCESS,USSD,KADUNA,STARTER
4a8f4097-aebb-42b1-8086-3d1d631c1f3b,MRC-006241,2024-01-10T00:12:41,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,WEB,PORT_HARCOURT,VERIFIED
dbcab3f4-f554-42fb-9861-b3eb72155283,MRC-006977,2024-01-10T00:12:54,BILLS,INTERNET,5822.63,SUCCESS,APP,KADUNA,VERIFIED
c4979423-110b-4662-a98f-59695e4f523c,MRC-005687,2024-01-10T00:12:54,SAVINGS,WITHDRAWAL,204448.84,SUCCESS,APP,RIVERS,STARTER
620ba8cf-c366-4ab2-b778-91fb7d23850e,MRC-006590,2024-01-10T00:13:09,AIRTIME,AIRTIME_PURCHASE,3023.15,SUCCESS,POS,ENUGU,PREMIUM
119cd4a5-c997-4f11-bea3-a8bb2a6ae90e,MRC-009049,2024-01-10T00:13:16,POS,CARD_TRANSACTION,64939.41,FAILED,POS,KANO,VERIFIED
ed003f04-4d9b-4d8e-84fe-19ec7234ffae,MRC-000512,2024-01-10T00:13:21,AIRTIME,AIRTIME_PURCHASE,3899.44,SUCCESS,APP,RIVERS,VERIFIED
1d50317c-970b-451f-9576-50f7afbcb263,MRC-007378,2024-01-10T00:13:48,SAVINGS,WITHDRAWAL,53253.5,SUCCESS,WEB,DELTA,VERIFIED
3da9d3ac-f612-44d3-a354-88db4a02449a,MRC-009363,2024-01-10T00:13:50,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,WEB,DELTA,STARTER
c4745b85-1fdb-4add-88a4-75a047a97a1d,MRC-007266,2024-01-10T00:13:55,BILLS,INTERNET,12701.23,SUCCESS,WEB,KADUNA,PREMIUM
75578f03-4bee-4db4-9b18-6c3d5181ab8e,MRC-005498,2024-01-10T00:13:58,KYC,VERIFICATION_COMPLETED,0.0,SUCCESS,WEB,DELTA,VERIFIED
12c8e8ef-a399-4a54-8b4f-6e2e13198b31,MRC-007781,2024-01-10T00:14:06,CARD_PAYMENT,SUPPLIER_PAYMENT,13017.43,SUCCESS,WEB,ABUJA,VERIFIED
27e99c2b-97b7-489d-b9d4-0ec7aa57934e,MRC-000223,2024-01-10T00:14:11,BILLS,ELECTRICITY,22121.7,SUCCESS,APP,KANO,PREMIUM
11158853-5150-4fb7-b051-099e5d86c70a,MRC-001329,2024-01-10T00:14:35,CARD_PAYMENT,SUPPLIER_PAYMENT,226053.93,SUCCESS,POS,ENUGU,STARTER
071648a9-123e-407a-8739-4774ed02f382,MRC-005186,2024-01-10T00:14:46,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,WEB,KADUNA,VERIFIED
52ba7c39-45fe-4b98-9c03-5415a1777feb,MRC-004151,2024-01-10T00:14:57,SAVINGS,DEPOSIT,448767.49,SUCCESS,USSD,LAGOS,STARTER
70d768ab-b247-4f28-a7ae-f0ff031b953d,MRC-004317,2024-01-10T00:15:34,MONIEBOOK,SALE_RECORDED,11882.74,SUCCESS,APP,ENUGU,PREMIUM
de53cb83-df07-43b4-8f2f-129c1dfb1d39,MRC-006966,2024-01-10T00:16:15,MONIEBOOK,SALE_RECORDED,41330.28,SUCCESS,APP,LAGOS,PREMIUM
08e97f12-418e-4aeb-b3e3-65ee13e66fd2,MRC-003268,2024-01-10T00:16:17,MONIEBOOK,INVENTORY_UPDATE,32426.34,SUCCESS,OFFLINE,KADUNA,VERIFIED
e33a5a4e-2e42-495d-9b47-5befc0f95689,MRC-008613,2024-01-10T00:16:34,BILLS,ELECTRICITY,75645.63,SUCCESS,WEB,IBADAN,VERIFIED
b18b1333-999f-43ae-bd0e-327ad202cf07,MRC-000187,2024-01-10T00:16:39,POS,CARD_TRANSACTION,127459.09,SUCCESS,POS,ENUGU,PREMIUM
c5621a8c-428d-411f-a445-5e9d2d2054bf,MRC-009146,2024-01-10T00:17:18,AIRTIME,AIRTIME_PURCHASE,8696.3,SUCCESS,POS,KADUNA,VERIFIED
435f7f0b-03e9-4732-928d-9b2e33c1de89,MRC-005251,2024-01-10T00:17:28,AIRTIME,AIRTIME_PURCHASE,3757.09,SUCCESS,POS,KADUNA,VERIFIED
c543e556-2a31-488a-9250-0593ae390ffd,MRC-003928,2024-01-10T00:17:29,KYC,VERIFICATION_COMPLETED,0.0,SUCCESS,APP,DELTA,VERIFIED
8a14ce82-f09a-4cea-a77d-71e454976ede,MRC-007453,2024-01-10T00:18:12,BILLS,BETTING,40714.03,SUCCESS,APP,ENUGU,PREMIUM
cce7d5eb-133d-417d-8462-1455f11f6b33,MRC-007021,2024-01-10T00:18:15,CARD_PAYMENT,INVOICE_PAYMENT,686230.12,SUCCESS,APP,DELTA,PREMIUM
de2790bb-570a-4984-9822-907fddb543b3,MRC-003575,2024-01-10T00:18:22,BILLS,ELECTRICITY,18029.07,SUCCESS,APP,KANO,VERIFIED
fd1a2115-2d6a-44cf-9316-9fc20768bb31,MRC-001039,2024-01-10T00:18:32,BILLS,CABLE_TV,13529.06,SUCCESS,USSD,RIVERS,VERIFIED
38378f19-5b6d-41b4-970e-3a130cbd8af0,MRC-006881,2024-01-10T00:18:33,SAVINGS,WITHDRAWAL,119538.96,SUCCESS,WEB,IBADAN,PREMIUM
4a4b65e2-3a0f-4c74-8113-cb0c47e309fd,MRC-009481,2024-01-10T00:19:02,POS,CARD_TRANSACTION,21125.08,SUCCESS,POS,KADUNA,STARTER
90d0a383-1663-4c37-9780-b92d32c676cc,MRC-004217,2024-01-10T00:19:35,POS,TRANSFER,61335.77,SUCCESS,POS,OGUN,VERIFIED
f90c622d-7743-4110-9e81-cd632c1091b4,MRC-009656,2024-01-10T00:20:05,BILLS,ELECTRICITY,7750.83,SUCCESS,APP,RIVERS,STARTER
60ef8aba-d4b4-4e86-afa7-82bad8418753,MRC-004534,2024-01-10T00:20:10,MONIEBOOK,INVENTORY_UPDATE,37512.99,SUCCESS,APP,IBADAN,VERIFIED
e471de7b-83be-4e22-a013-29d67eefeaab,MRC-000543,2024-01-10T00:20:39,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,RIVERS,PREMIUM
bbb4d087-e4bb-474b-9a13-aff992f01bc2,MRC-005039,2024-01-10T00:20:41,KYC,VERIFICATION_COMPLETED,0.0,SUCCESS,APP,ENUGU,PREMIUM
31d45426-9ccb-4ca5-b905-232cbb12b608,MRC-000144,2024-01-10T00:20:42,CARD_PAYMENT,INVOICE_PAYMENT,325054.98,FAILED,APP,KANO,VERIFIED
9389814b-f1cd-4f5c-8c40-85b1576e4345,MRC-005939,2024-01-10T00:20:44,SAVINGS,DEPOSIT,183710.91,SUCCESS,APP,RIVERS,VERIFIED
cc0cb062-37e4-400b-94a6-e3ff7f373b35,MRC-001869,2024-01-10T00:21:13,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,DELTA,VERIFIED
dc445f9b-0151-4d16-ad26-33d9f1557b1c,MRC-002037,2024-01-10T00:21:24,AIRTIME,DATA_PURCHASE,222.31,SUCCESS,USSD,IBADAN,PREMIUM
236478b8-ee8a-4ab1-babd-78e56138683e,MRC-006007,2024-01-10T00:21:42,CARD_PAYMENT,SUPPLIER_PAYMENT,242552.03,SUCCESS,APP,DELTA,STARTER
06dddd58-4bdb-452c-b6c5-0a586bc44fc8,MRC-007683,2024-01-10T00:21:42,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,PORT_HARCOURT,PREMIUM
718e338c-8a07-4471-bea1-ef1b4a46ae8e,MRC-003221,2024-01-10T00:22:04,SAVINGS,WITHDRAWAL,233377.92,SUCCESS,POS,RIVERS,STARTER
9577a593-5b5c-46cc-a5a4-9ef58403cba6,MRC-002186,2024-01-10T00:22:10,BILLS,ELECTRICITY,19776.07,SUCCESS,APP,KANO,VERIFIED
d349da9b-fcc9-423d-933b-c5b039ec059d,MRC-001135,2024-01-10T00:22:14,SAVINGS,DEPOSIT,192516.75,SUCCESS,USSD,ENUGU,STARTER
a7d41fe4-c4d3-48a2-ab1c-d84175d5e125,MRC-003168,2024-01-10T00:22:32,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,IBADAN,VERIFIED
07a61fb7-0404-410a-a262-0e769ec33159,MRC-005468,2024-01-10T00:22:47,POS,CARD_TRANSACTION,381869.3,SUCCESS,POS,KADUNA,PREMIUM
92e6fab7-d418-4445-8c93-e067e073d30a,MRC-004719,2024-01-10T00:22:48,BILLS,BETTING,9986.75,SUCCESS,APP,KADUNA,PREMIUM
8a692ee3-91fd-4582-9728-84ff55c14b66,MRC-005765,2024-01-10T00:22:56,CARD_PAYMENT,SUPPLIER_PAYMENT,661180.86,SUCCESS,WEB,KADUNA,STARTER
7f51d351-62c9-41b5-9262-6edcf7cf88dc,MRC-004712,2024-01-10T00:22:56,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,IBADAN,PREMIUM
332771a9-402d-47d8-a6ea-c959f04d7306,MRC-006354,2024-01-10T00:23:00,POS,CARD_TRANSACTION,30750.87,SUCCESS,POS,RIVERS,VERIFIED
1a789227-7cd5-418d-a470-b90323afbe34,MRC-008628,2024-01-10T00:23:13,POS,CARD_TRANSACTION,47058.13,SUCCESS,POS,DELTA,STARTER
ae7c4f43-ef3e-4b88-b668-10000361710c,MRC-002449,2024-01-10T00:23:31,POS,CASH_WITHDRAWAL,153428.18,SUCCESS,POS,PORT_HARCOURT,STARTER
d25ebc15-6951-4438-97d4-f1393ed3cea8,MRC-005616,2024-01-10T00:23:32,AIRTIME,AIRTIME_PURCHASE,9168.06,SUCCESS,POS,DELTA,VERIFIED
838d6285-1208-4e8c-aa3e-ecdcc5b843ba,MRC-006946,2024-01-10T00:23:35,SAVINGS,DEPOSIT,389709.12,FAILED,WEB,KANO,PREMIUM
5d9ab75c-3041-4236-9be3-6b5d08edc9e9,MRC-004880,2024-01-10T00:23:41,MONIEBOOK,SALE_RECORDED,6159.44,SUCCESS,APP,RIVERS,STARTER
b0effcf7-f161-4e5a-b507-7c457c75187e,MRC-000769,2024-01-10T00:23:46,SAVINGS,DEPOSIT,10933.57,SUCCESS,USSD,OGUN,STARTER
4f0b7804-a551-452e-ac52-7c3f0bd59ac4,MRC-006465,2024-01-10T00:24:02,MONIEBOOK,SALE_RECORDED,20809.1,PENDING,APP,ABUJA,STARTER
f08cc713-e9c3-461e-a3f4-9cd2b923fc84,MRC-009692,2024-01-10T00:24:03,MONIEBOOK,EXPENSE_LOGGED,531.88,SUCCESS,WEB,ABUJA,VERIFIED
699a8e76-0492-421c-967d-98efe3f15380,MRC-005415,2024-01-10T00:24:15,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,LAGOS,PREMIUM
e22f39ff-f509-44d9-8efc-0e6630b43d9d,MRC-000408,2024-01-10T00:24:29,POS,CARD_TRANSACTION,133964.3,SUCCESS,POS,ENUGU,VERIFIED
d458e41e-8a17-4805-98fd-2c3eadde634a,MRC-007997,2024-01-10T00:24:55,SAVINGS,WITHDRAWAL,10210.49,SUCCESS,USSD,PORT_HARCOURT,STARTER
792f5d89-83a9-48ee-9178-bcba4af88663,MRC-007491,2024-01-10T00:25:19,MONIEBOOK,INVENTORY_UPDATE,60471.04,SUCCESS,APP,KANO,VERIFIED
a4c3a521-e357-4391-9449-d189b98cdce7,MRC-009272,2024-01-10T00:25:21,POS,CARD_TRANSACTION,36379.26,SUCCESS,POS,OGUN,VERIFIED
eed8de5b-8cc7-4b02-8b0e-941f37e5730e,MRC-000653,2024-01-10T00:25:21,AIRTIME,AIRTIME_PURCHASE,1446.71,SUCCESS,APP,IBADAN,PREMIUM
69563390-3c9f-45a6-a33d-0c74f2596144,MRC-005478,2024-01-10T00:25:32,CARD_PAYMENT,INVOICE_PAYMENT,1399852.38,SUCCESS,APP,LAGOS,VERIFIED
fda1a8b8-f660-4471-9a37-71da5f706261,MRC-006102,2024-01-10T00:25:57,POS,CARD_TRANSACTION,85073.44,SUCCESS,POS,ENUGU,PREMIUM
1fe22032-f7cc-4e7b-91e4-b5685b6bb682,MRC-001445,2024-01-10T00:26:13,KYC,DOCUMENT_SUBMITTED,0.0,SUCCESS,APP,KANO,VERIFIED
6052fe94-8126-47c8-a0fe-808bad329bc6,MRC-007412,2024-01-10T00:26:20,BILLS,WATER,11967.55,SUCCESS,APP,LAGOS,STARTER
5fa5de04-e12a-4b61-aead-c3eba76b25b0,MRC-005064,2024-01-10T00:26:20,POS,CARD_TRANSACTION,250255.32,SUCCESS,POS,OGUN,VERIFIED
1408e847-0fff-4a82-bab6-93a9c592ee87,MRC-003788,2024-01-10T00:26:39,SAVINGS,DEPOSIT,422462.4,SUCCESS,USSD,KADUNA,PREMIUM
e7cee02f-b4bc-449d-ad57-53fb9720a815,MRC-005015,2024-01-10T00:27:05,MONIEBOOK,INVENTORY_UPDATE,11085.77,SUCCESS,WEB,KADUNA,VERIFIED
1dd4e8f0-ec10-44be-9c6f-4778f61f523e,MRC-005389,2024-01-10T00:27:10,BILLS,CABLE_TV,50196.45,SUCCESS,APP,ABUJA,VERIFIED
3f5d7b8d-d6b8-4cbc-9167-866fefb382a6,MRC-006417,2024-01-10T00:27:21,BILLS,ELECTRICITY,36571.49,PENDING,WEB,PORT_HARCOURT,PREMIUM
abbdd225-dbe0-428d-800c-8ab6064b963e,MRC-008755,2024-01-10T00:27:55,BILLS,CABLE_TV,41805.96,SUCCESS,APP,IBADAN,PREMIUM
7e0443a5-bc31-45b7-a38c-48b341eb3649,MRC-004277,2024-01-10T00:28:06,AIRTIME,AIRTIME_PURCHASE,6404.06,SUCCESS,POS,LAGOS,PREMIUM
aecb21f0-30f3-4644-b5d4-cb95f31410f6,MRC-004360,2024-01-10T00:28:26,POS,CARD_TRANSACTION,64566.38,SUCCESS,POS,IBADAN,PREMIUM
c3a2ef2f-0b29-4c9d-bec5-3ca921ac38f7,MRC-003338,2024-01-10T00:28:51,SAVINGS,DEPOSIT,36833.07,SUCCESS,WEB,ABUJA,VERIFIED
522a1731-b412-440c-a802-f8ed46375137,MRC-000221,2024-01-10T00:28:55,BILLS,BETTING,88157.19,PENDING,APP,DELTA,VERIFIED
9007bad0-9a4a-4ad7-a9a8-50577f660d75,MRC-007995,2024-01-10T00:29:13,MONIEBOOK,SALE_RECORDED,10058.18,SUCCESS,OFFLINE,ENUGU,VERIFIED
918b555f-3f88-4a3c-b1ea-cdd8260d5474,MRC-007157,2024-01-10T00:29:45,AIRTIME,AIRTIME_PURCHASE,777.72,SUCCESS,POS,KADUNA,STARTER
26bebd44-c448-4abf-997b-149c87582ad6,MRC-006235,2024-01-10T00:30:09,POS,CARD_TRANSACTION,51457.46,SUCCESS,POS,LAGOS,PREMIUM
c1d57f69-344b-479c-8773-44d6be4f5f90,MRC-008401,2024-01-10T00:30:16,AIRTIME,AIRTIME_PURCHASE,6323.53,SUCCESS,USSD,ENUGU,PREMIUM
97b15b7d-a843-4834-afab-74ec7c6825df,MRC-003311,2024-01-10T00:30:44,BILLS,CABLE_TV,11598.01,SUCCESS,APP,OGUN,PREMIUM
